,tweet_id,text,rating_numerator,rating_denominator,type,Year,Month,Date,Day_of_Week,Time,Hour,dog_name
31,886258384151887873,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13,10,Unkown,2017,July,2017-07-15,Saturday,16:17:19,16,Waffles
32,886054160059072513,RT @Athletics: 12/10 #BATP https://t.co/WxwJmvjfxo,12,10,Unkown,2017,July,2017-07-15,Saturday,02:45:48,2,None
33,885984800019947520,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12,10,Unkown,2017,July,2017-07-14,Friday,22:10:11,22,Jimbo
34,885528943205470208,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13,10,Unkown,2017,July,2017-07-13,Thursday,15:58:47,15,Maisey
35,885518971528720385,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,14,10,Unkown,2017,July,2017-07-13,Thursday,15:19:09,15,None
36,885311592912609280,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,13,10,Unkown,2017,July,2017-07-13,Thursday,01:35:06,1,Lilly
37,885167619883638784,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13,10,Unkown,2017,July,2017-07-12,Wednesday,16:03:00,16,None
38,884925521741709313,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12,10,Unkown,2017,July,2017-07-12,Wednesday,00:01:00,0,Earl
39,884876753390489601,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13,10,Unkown,2017,July,2017-07-11,Tuesday,20:47:12,20,Lola
40,884562892145688576,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13,10,Unkown,2017,July,2017-07-11,Tuesday,00:00:02,0,Kevin
41,884441805382717440,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14,10,Unkown,2017,July,2017-07-10,Monday,15:58:53,15,None
42,884247878851493888,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,13,10,Unkown,2017,July,2017-07-10,Monday,03:08:17,3,None
43,884162670584377345,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12,10,doggo,2017,July,2017-07-09,Sunday,21:29:42,21,Yogi
44,883838122936631299,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12,10,Unkown,2017,July,2017-07-09,Sunday,00:00:04,0,Noah
45,883482846933004288,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5,10,Unkown,2017,July,2017-07-08,Saturday,00:28:19,0,Bella
46,883360690899218434,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13,10,floofer,2017,July,2017-07-07,Friday,16:22:55,16,Grizzwald
47,883117836046086144,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13,10,Unkown,2017,July,2017-07-07,Friday,00:17:54,0,None
48,882992080364220416,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13,10,Unkown,2017,July,2017-07-06,Thursday,15:58:11,15,Rusty
49,882762694511734784,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12,10,pupper,2017,July,2017-07-06,Thursday,00:46:41,0,Gus
50,882627270321602560,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13,10,Unkown,2017,July,2017-07-05,Wednesday,15:48:34,15,Stanley
51,882268110199369728,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13,10,Unkown,2017,July,2017-07-04,Tuesday,16:01:23,16,Alfy
52,882045870035918850,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13,10,Unkown,2017,July,2017-07-04,Tuesday,01:18:17,1,Koko
53,881906580714921986,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12,10,Unkown,2017,July,2017-07-03,Monday,16:04:48,16,Rey
54,881666595344535552,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13,10,pupper,2017,July,2017-07-03,Monday,00:11:11,0,Gary
55,881633300179243008,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,17,10,Unkown,2017,July,2017-07-02,Sunday,21:58:53,21,None
56,881536004380872706,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14,10,pupper,2017,July,2017-07-02,Sunday,15:32:16,15,a
57,881268444196462592,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12,10,Unkown,2017,July,2017-07-01,Saturday,21:49:04,21,Elliot
58,880935762899988482,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13,10,Unkown,2017,June,2017-06-30,Friday,23:47:07,23,Louis
59,880872448815771648,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12,10,Unkown,2017,June,2017-06-30,Friday,19:35:32,19,None
60,880465832366813184,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12,10,Unkown,2017,June,2017-06-29,Thursday,16:39:47,16,Bella
61,880221127280381952,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12,10,blep,2017,June,2017-06-29,Thursday,00:27:25,0,Jesse
62,880095782870896641,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11,10,Unkown,2017,June,2017-06-28,Wednesday,16:09:20,16,None
63,879862464715927552,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13,10,Unkown,2017,June,2017-06-28,Wednesday,00:42:13,0,Romeo
64,879674319642796034,@RealKentMurphy 14/10 confirmed,14,10,Unkown,2017,June,2017-06-27,Tuesday,12:14:36,12,None
65,879492040517615616,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12,10,Unkown,2017,June,2017-06-27,Tuesday,00:10:17,0,Bailey
66,879415818425184262,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13,10,Unkown,2017,June,2017-06-26,Monday,19:07:24,19,Duddles
67,879376492567855104,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12,10,Unkown,2017,June,2017-06-26,Monday,16:31:08,16,Jack
68,879130579576475649,RT @dog_rates: This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://…,14,10,Unkown,2017,June,2017-06-26,Monday,00:13:58,0,Emmy
69,879050749262655488,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11,10,Unkown,2017,June,2017-06-25,Sunday,18:56:45,18,Steven
70,879008229531029506,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13,10,Unkown,2017,June,2017-06-25,Sunday,16:07:47,16,Beau
71,878776093423087618,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13,10,Unkown,2017,June,2017-06-25,Sunday,00:45:22,0,Snoopy
72,878604707211726852,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,13,10,Unkown,2017,June,2017-06-24,Saturday,13:24:20,13,None
73,878404777348136964,"RT @dog_rates: Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https:/…",13,10,Unkown,2017,June,2017-06-24,Saturday,00:09:53,0,Shadow
74,878316110768087041,RT @dog_rates: Meet Terrance. He's being yelled at because he stapled the wrong stuff together. 11/10 hang in there Terrance https://t.co/i…,11,10,Unkown,2017,June,2017-06-23,Friday,18:17:33,18,Terrance
75,878281511006478336,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13,10,Unkown,2017,June,2017-06-23,Friday,16:00:04,16,Shadow
76,878057613040115712,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14,10,Unkown,2017,June,2017-06-23,Friday,01:10:23,1,Emmy
77,877736472329191424,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13,10,Unkown,2017,June,2017-06-22,Thursday,03:54:17,3,Aja
78,877611172832227328,RT @rachel2195: @dog_rates the boyfriend and his soaking wet pupper h*cking love his new hat 14/10 https://t.co/dJx4Gzc50G,14,10,pupper,2017,June,2017-06-21,Wednesday,19:36:23,19,None
79,877556246731214848,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12,10,Unkown,2017,June,2017-06-21,Wednesday,15:58:08,15,Penny
80,877316821321428993,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13,10,Unkown,2017,June,2017-06-21,Wednesday,00:06:44,0,Dante
81,877201837425926144,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12,10,Unkown,2017,June,2017-06-20,Tuesday,16:29:50,16,Nelly
82,876838120628539392,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12,10,pupper,2017,June,2017-06-19,Monday,16:24:33,16,Ginger
83,876537666061221889,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all https://t.co/8yoc1CNTsu,14,10,doggo,2017,June,2017-06-18,Sunday,20:30:39,20,None
84,876484053909872640,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13,10,Unkown,2017,June,2017-06-18,Sunday,16:57:37,16,Benedict
85,876120275196170240,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13,10,puppo,2017,June,2017-06-17,Saturday,16:52:05,16,Venti
86,875747767867523072,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13,10,Unkown,2017,June,2017-06-16,Friday,16:11:53,16,Goose
87,875144289856114688,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13,10,Unkown,2017,June,2017-06-15,Thursday,00:13:52,0,Nugget
88,875097192612077568,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone https://t.co/PFp4MghzBW,13,10,Unkown,2017,June,2017-06-14,Wednesday,21:06:43,21,None
89,875021211251597312,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12,10,Unkown,2017,June,2017-06-14,Wednesday,16:04:48,16,None
90,874680097055178752,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12,10,Unkown,2017,June,2017-06-13,Tuesday,17:29:20,17,Cash
91,874434818259525634,RT @dog_rates: This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.c…,12,10,Unkown,2017,June,2017-06-13,Tuesday,01:14:41,1,Coco
92,874296783580663808,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13,10,pupper,2017,June,2017-06-12,Monday,16:06:11,16,Jed
93,874057562936811520,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12,10,Unkown,2017,June,2017-06-12,Monday,00:15:36,0,None
94,874012996292530176,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13,10,puppo,2017,June,2017-06-11,Sunday,21:18:31,21,Sebastian
95,873697596434513921,RT @dog_rates: This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,14,10,Unkown,2017,June,2017-06-11,Sunday,00:25:14,0,Walter
96,873580283840344065,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13,10,Unkown,2017,June,2017-06-10,Saturday,16:39:04,16,None
97,873337748698140672,"RT @dog_rates: This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https:/…",12,10,pupper,2017,June,2017-06-10,Saturday,00:35:19,0,Sierra
98,873213775632977920,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12,10,pupper,2017,June,2017-06-09,Friday,16:22:42,16,Sierra
99,872967104147763200,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12,10,doggo,2017,June,2017-06-09,Friday,00:02:31,0,None
100,872820683541237760,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13,10,Unkown,2017,June,2017-06-08,Thursday,14:20:41,14,None
101,872668790621863937,"RT @loganamnosis: Penelope here is doing me quite a divertir. Well done, @dog_rates! Loving the pupdate. 14/10, je jouerais de nouveau. htt…",14,10,Unkown,2017,June,2017-06-08,Thursday,04:17:07,4,None
102,872620804844003328,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13,10,Unkown,2017,June,2017-06-08,Thursday,01:06:27,1,Monkey
103,872486979161796608,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,12,10,Unkown,2017,June,2017-06-07,Wednesday,16:14:40,16,None
104,872261713294495745,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,13,10,Unkown,2017,June,2017-06-07,Wednesday,01:19:32,1,Harry
105,872122724285648897,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,12,10,Unkown,2017,June,2017-06-06,Tuesday,16:07:15,16,Kody
106,871879754684805121,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,13,10,puppo,2017,June,2017-06-06,Tuesday,00:01:46,0,Lassie
107,871762521631449091,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,12,10,pupper,2017,June,2017-06-05,Monday,16:15:56,16,Rover
108,871515927908634625,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,12,10,doggo,2017,June,2017-06-04,Sunday,23:56:03,23,Napolean
109,871166179821445120,RT @dog_rates: This is Dawn. She's just checking pup on you. Making sure you're doing okay. 12/10 she's here if you need her https://t.co/X…,12,10,Unkown,2017,June,2017-06-04,Sunday,00:46:17,0,Dawn
110,871102520638267392,Never doubt a doggo 14/10 https://t.co/AbBLh2FZCH,14,10,doggo,2017,June,2017-06-03,Saturday,20:33:19,20,None
111,871032628920680449,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",13,10,Unkown,2017,June,2017-06-03,Saturday,15:55:36,15,Boomer
112,870804317367881728,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 https://t.co/GCD1JccCyi,11,10,Unkown,2017,June,2017-06-03,Saturday,00:48:22,0,None
113,870726314365509632,@ComplicitOwl @ShopWeRateDogs &gt;10/10 is reserved for dogs,10,10,Unkown,2017,June,2017-06-02,Friday,19:38:25,19,None
114,870656317836468226,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",13,10,Unkown,2017,June,2017-06-02,Friday,15:00:16,15,Cody
115,870374049280663552,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,13,10,Unkown,2017,June,2017-06-01,Thursday,20:18:38,20,Zoey
116,870308999962521604,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",13,10,Unkown,2017,June,2017-06-01,Thursday,16:00:09,16,Rumble
117,870063196459192321,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride https://t.co/apVOyDgOju,14,10,Unkown,2017,May,2017-05-31,Wednesday,23:43:25,23,Clifford
118,869988702071779329,RT @dog_rates: We only rate dogs. This is quite clearly a smol broken polar bear. We'd appreciate if you only send dogs. Thank you... 12/10…,12,10,Unkown,2017,May,2017-05-31,Wednesday,18:47:24,18,quite
119,869772420881756160,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",13,10,Unkown,2017,May,2017-05-31,Wednesday,04:27:59,4,Dewey
120,869702957897576449,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,13,10,Unkown,2017,May,2017-05-30,Tuesday,23:51:58,23,Stanley
121,869596645499047938,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,12,10,doggo,2017,May,2017-05-30,Tuesday,16:49:31,16,Scout
122,869227993411051520,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,13,10,Unkown,2017,May,2017-05-29,Monday,16:24:37,16,Gizmo
123,868880397819494401,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,14,10,Unkown,2017,May,2017-05-28,Sunday,17:23:24,17,Walter
124,868639477480148993,"RT @dog_rates: Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://…",12,10,Unkown,2017,May,2017-05-28,Sunday,01:26:04,1,Cooper
125,868622495443632128,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,13,10,Unkown,2017,May,2017-05-28,Sunday,00:18:35,0,None
